method,power,fdp,v
mkn,0.8875,0.0273972602739726,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.3125,0,0.5
pkn,0.8,0,0.75
pkn,0.8125,0.015151515151515152,1
pkn,0.8375,0.014705882352941176,1.25
pkn,0.8375,0.014705882352941176,1.5
pkn,0.8625,0.028169014084507043,1.75
pkn,0.875,0.027777777777777776,2
pkn,0.875,0.027777777777777776,2.25
pkn,0.875,0.027777777777777776,2.5
pkn,0.875,0.027777777777777776,2.75
pkn,0.875,0.027777777777777776,3
pkn,0.875,0.027777777777777776,3.25
pkn,0.8875,0.0273972602739726,3.5
pkn,0.8875,0.0273972602739726,3.75
pkn,0.8875,0.0273972602739726,4
pkn,0.9,0.02702702702702703,4.25
pkn,0.9125,0.05194805194805195,4.5
pkn,0.9125,0.05194805194805195,4.75
pkn,0.9125,0.05194805194805195,5
