method,power,fdp,v
mkn,0.95,0.05,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.6,0,0.5
pkn,0.9375,0.013157894736842105,0.75
pkn,0.95,0.02564102564102564,1
pkn,0.95,0.02564102564102564,1.25
pkn,0.95,0.02564102564102564,1.5
pkn,0.95,0.02564102564102564,1.75
pkn,0.95,0.0379746835443038,2
pkn,0.95,0.0379746835443038,2.25
pkn,0.95,0.0379746835443038,2.5
pkn,0.95,0.05,2.75
pkn,0.95,0.05,3
pkn,0.95,0.05,3.25
pkn,0.95,0.05,3.5
pkn,0.95,0.05,3.75
pkn,0.9625,0.04938271604938271,4
pkn,0.9625,0.06097560975609756,4.25
pkn,0.9625,0.06097560975609756,4.5
pkn,0.9625,0.06097560975609756,4.75
pkn,0.9625,0.06097560975609756,5
