method,power,fdp,v
mkn,1,0.024390243902439025,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.7375,0,0.5
pkn,0.95,0,0.75
pkn,1,0,1
pkn,1,0,1.25
pkn,1,0,1.5
pkn,1,0,1.75
pkn,1,0,2
pkn,1,0,2.25
pkn,1,0,2.5
pkn,1,0,2.75
pkn,1,0,3
pkn,1,0.012345679012345678,3.25
pkn,1,0.012345679012345678,3.5
pkn,1,0.024390243902439025,3.75
pkn,1,0.024390243902439025,4
pkn,1,0.024390243902439025,4.25
pkn,1,0.03614457831325301,4.5
pkn,1,0.03614457831325301,4.75
pkn,1,0.03614457831325301,5
