method,power,fdp,v
mkn,0.925,0.02631578947368421,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.7125,0,0.75
pkn,0.775,0,1
pkn,0.8,0.015384615384615385,1.25
pkn,0.8125,0.015151515151515152,1.5
pkn,0.8625,0.014285714285714285,1.75
pkn,0.875,0.014084507042253521,2
pkn,0.9,0.0136986301369863,2.25
pkn,0.9,0.0136986301369863,2.5
pkn,0.9,0.0136986301369863,2.75
pkn,0.925,0.013333333333333334,3
pkn,0.925,0.013333333333333334,3.25
pkn,0.925,0.013333333333333334,3.5
pkn,0.925,0.013333333333333334,3.75
pkn,0.925,0.013333333333333334,4
pkn,0.925,0.013333333333333334,4.25
pkn,0.925,0.02631578947368421,4.5
pkn,0.925,0.02631578947368421,4.75
pkn,0.925,0.02631578947368421,5
